action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,5139544,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,c1ccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc1,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '35.75', 'le': '0.66', 'lle': '4.92', 'sei': '34.18'}",CHEMBL1644471,,CHEMBL1644471,7.27,0,http://www.openphacts.org/units/Nanomolar,1320193,=,1,1,=,,IC50,nM,,54.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,54.0
,,5139545,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1[C@@H]2CC[C@H]1C[C@H](Oc1ccccc1)C2,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '32.51', 'le': '0.60', 'lle': '4.38', 'sei': '56.66'}",CHEMBL1644472,,CHEMBL1644472,7.07,0,http://www.openphacts.org/units/Nanomolar,1320194,=,1,1,=,,IC50,nM,,86.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,86.0
,,5139546,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,Clc1ccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc1,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '27.17', 'le': '0.55', 'lle': '3.46', 'sei': '30.38'}",CHEMBL1644473,,CHEMBL1644473,6.46,0,http://www.openphacts.org/units/Nanomolar,1320195,=,1,1,=,,IC50,nM,,347.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,347.0
,,5139547,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,Clc1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '32.48', 'le': '0.66', 'lle': '4.72', 'sei': '36.32'}",CHEMBL1644474,,CHEMBL1644474,7.72,0,http://www.openphacts.org/units/Nanomolar,1320196,=,1,1,=,,IC50,nM,,19.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,19.0
,,5139548,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,Clc1ccccc1O[C@@H]1C[C@H]2CC[C@@H](C1)N2,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '28.29', 'le': '0.57', 'lle': '3.73', 'sei': '31.64'}",CHEMBL1644475,,CHEMBL1644475,6.73,0,http://www.openphacts.org/units/Nanomolar,1320197,=,1,1,=,,IC50,nM,,188.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,188.0
,,5139549,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '27.95', 'le': '0.67', 'lle': '4.78', 'sei': '37.09'}",CHEMBL1644476,,CHEMBL1644476,7.89,0,http://www.openphacts.org/units/Nanomolar,1320198,=,1,1,=,,IC50,nM,,13.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,13.0
,,5139550,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,Ic1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '24.06', 'le': '0.68', 'lle': '4.97', 'sei': '37.26'}",CHEMBL1644477,,CHEMBL1644477,7.92,0,http://www.openphacts.org/units/Nanomolar,1320199,=,1,1,=,,IC50,nM,,12.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,12.0
,,5139551,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,Fc1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '32.42', 'le': '0.61', 'lle': '4.68', 'sei': '33.74'}",CHEMBL1644478,,CHEMBL1644478,7.17,0,http://www.openphacts.org/units/Nanomolar,1320200,=,1,1,=,,IC50,nM,,67.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,67.0
,,5139552,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '32.38', 'le': '0.60', 'lle': '4.38', 'sei': '33.10'}",CHEMBL1644479,,CHEMBL1644479,7.04,0,http://www.openphacts.org/units/Nanomolar,1320201,=,1,1,=,,IC50,nM,,92.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,92.0
,,5139553,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,O=[N+]([O-])c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '28.36', 'le': '0.53', 'lle': '4.78', 'sei': '10.93'}",CHEMBL1644480,,CHEMBL1644480,7.04,0,http://www.openphacts.org/units/Nanomolar,1320202,=,1,1,=,,IC50,nM,,91.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,91.0
,,5139554,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,FC(F)(F)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '25.41', 'le': '0.50', 'lle': '3.52', 'sei': '32.42'}",CHEMBL1644481,,CHEMBL1644481,6.89,0,http://www.openphacts.org/units/Nanomolar,1320203,=,1,1,=,,IC50,nM,,128.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,128.0
,,5139555,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '28.52', 'le': '0.53', 'lle': '4.29', 'sei': '21.82'}",CHEMBL1644482,,CHEMBL1644482,6.65,0,http://www.openphacts.org/units/Nanomolar,1320204,=,1,1,=,,IC50,nM,,222.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,222.0
,,5139556,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '30.22', 'le': '0.55', 'lle': '4.68', 'sei': '15.32'}",CHEMBL1644483,,CHEMBL1644483,6.90,0,http://www.openphacts.org/units/Nanomolar,1320205,=,1,1,=,,IC50,nM,,126.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,126.0
,,5139557,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,FC(F)(F)c1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc(-c2ccccc2)c1,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '17.42', 'le': '0.33', 'lle': '1.02', 'sei': '28.46'}",CHEMBL1644600,,CHEMBL1644600,6.05,0,http://www.openphacts.org/units/Nanomolar,1320394,=,1,1,=,,IC50,nM,,891.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,891.0
,,5139558,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc(-c2ccccc2)c1,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '19.20', 'le': '0.43', 'lle': '2.10', 'sei': '32.36'}",CHEMBL1644601,,CHEMBL1644601,6.88,0,http://www.openphacts.org/units/Nanomolar,1320395,=,1,1,=,,IC50,nM,,132.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,132.0
,,5139559,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,Clc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc(-c2ccccc2)c1,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '23.97', 'le': '0.47', 'lle': '2.85', 'sei': '35.39'}",CHEMBL1644602,,CHEMBL1644602,7.52,0,http://www.openphacts.org/units/Nanomolar,1320396,=,1,1,=,,IC50,nM,,30.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,30.0
,,5139560,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,Fc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc(-c2ccccc2)c1,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '23.78', 'le': '0.44', 'lle': '2.92', 'sei': '33.26'}",CHEMBL1644603,,CHEMBL1644603,7.07,0,http://www.openphacts.org/units/Nanomolar,1320397,=,1,1,=,,IC50,nM,,85.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,85.0
,,5139561,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc(-c2ccccc2)c1,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '22.44', 'le': '0.41', 'lle': '2.94', 'sei': '15.16'}",CHEMBL1644604,,CHEMBL1644604,6.83,0,http://www.openphacts.org/units/Nanomolar,1320398,=,1,1,=,,IC50,nM,,148.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,148.0
,,5139562,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)nc(-c2ccccc2)c1,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '23.07', 'le': '0.42', 'lle': '3.77', 'sei': '12.16'}",CHEMBL1644605,,CHEMBL1644605,7.05,0,http://www.openphacts.org/units/Nanomolar,1320399,=,1,1,=,,IC50,nM,,90.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,90.0
,,5139563,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccc(-c2cccc(O[C@@H]3C[C@H]4CC[C@@H](C3)N4)c2)cc1,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '23.73', 'le': '0.43', 'lle': '3.33', 'sei': '16.03'}",CHEMBL1644606,,CHEMBL1644606,7.22,0,http://www.openphacts.org/units/Nanomolar,1320400,=,1,1,=,,IC50,nM,,60.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,60.0
,,5139564,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1cccc(-c2cccc(O[C@@H]3C[C@H]4CC[C@@H](C3)N4)c2)c1,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '24.67', 'le': '0.45', 'lle': '3.62', 'sei': '16.67'}",CHEMBL1644607,,CHEMBL1644607,7.51,0,http://www.openphacts.org/units/Nanomolar,1320401,=,1,1,=,,IC50,nM,,31.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,31.0
,,5139565,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccccc1-c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '27.27', 'le': '0.49', 'lle': '4.41', 'sei': '18.43'}",CHEMBL1644608,,CHEMBL1644608,8.30,0,http://www.openphacts.org/units/Nanomolar,1320402,=,1,1,=,,IC50,nM,,5.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,5.0
,,5139566,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccccc1-c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)n1,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '26.35', 'le': '0.48', 'lle': '4.77', 'sei': '13.89'}",CHEMBL1644609,,CHEMBL1644609,8.05,0,http://www.openphacts.org/units/Nanomolar,1320403,=,1,1,=,,IC50,nM,,9.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,9.0
,,5139567,[],CHEMBL1647512,Inhibition of [3H]noradrenalin reuptake at NET expressed in MDCK cells scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)nc(-c2ccccc2C#N)c1,,,CHEMBL1641536,Bioorg Med Chem Lett,2011.0,"{'bei': '23.87', 'le': '0.43', 'lle': '4.74', 'sei': '9.65'}",CHEMBL1644610,,CHEMBL1644610,7.89,0,http://www.openphacts.org/units/Nanomolar,1320404,=,1,1,=,,IC50,nM,,13.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,13.0
,,5165964,[],CHEMBL1663577,Inhibition of human aorepinephrine transporter,B,,,BAO_0000190,BAO_0000357,single protein format,CNCCCC1c2ccccc2C=Cc2ccccc21,,,CHEMBL1649335,Bioorg Med Chem,2010.0,"{'bei': '29.50', 'le': '0.53', 'lle': '3.47', 'sei': '64.58'}",CHEMBL668,PROTRIPTYLINE,CHEMBL668,7.77,0,http://www.openphacts.org/units/Nanomolar,1323892,=,1,1,=,,IC50,nM,,17.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,17.0
,,5238217,[],CHEMBL1686716,Inhibition of human recombinant Norepinephrine transporter,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CC1(c2ccc(Cl)c(Cl)c2)CCCCC1,,,CHEMBL1681686,Bioorg Med Chem Lett,2011.0,"{'bei': '29.34', 'le': '0.64', 'lle': '3.64', 'sei': '259.20'}",CHEMBL1683874,,CHEMBL1683874,8.40,0,http://www.openphacts.org/units/Nanomolar,1335141,=,1,1,=,,IC50,nM,,4.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,4.0
,,5238222,[],CHEMBL1686716,Inhibition of human recombinant Norepinephrine transporter,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)CC1(c2ccc(Cl)c(Cl)c2)CCCCC1,,,CHEMBL1681686,Bioorg Med Chem Lett,2011.0,"{'bei': '26.16', 'le': '0.56', 'lle': '2.68', 'sei': '253.76'}",CHEMBL1683876,,CHEMBL1683876,8.22,0,http://www.openphacts.org/units/Nanomolar,1335143,=,1,1,=,,IC50,nM,,6.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,6.0
,,5238223,[],CHEMBL1686716,Inhibition of human recombinant Norepinephrine transporter,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CC1(c2ccc3ccccc3c2)CCCCC1,,,CHEMBL1681686,Bioorg Med Chem Lett,2011.0,"{'bei': '30.49', 'le': '0.56', 'lle': '3.55', 'sei': '251.69'}",CHEMBL1683902,,CHEMBL1683902,8.15,0,http://www.openphacts.org/units/Nanomolar,1335170,=,1,1,=,,IC50,nM,,7.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,7.0
,,5238227,[],CHEMBL1686716,Inhibition of human recombinant Norepinephrine transporter,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(C)CC1(c2ccc(Cl)c(Cl)c2)CCCCC1,,,CHEMBL1681686,Bioorg Med Chem Lett,2011.0,"{'bei': '26.80', 'le': '0.58', 'lle': '2.90', 'sei': '248.33'}",CHEMBL1683875,,CHEMBL1683875,8.05,0,http://www.openphacts.org/units/Nanomolar,1335142,=,1,1,=,,IC50,nM,,9.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,9.0
,,5238229,[],CHEMBL1686716,Inhibition of human recombinant Norepinephrine transporter,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CC1(c2ccc(F)c(Cl)c2)CCCCC1,,,CHEMBL1681686,Bioorg Med Chem Lett,2011.0,"{'bei': '29.65', 'le': '0.61', 'lle': '3.76', 'sei': '246.91'}",CHEMBL1683889,,CHEMBL1683889,8.00,0,http://www.openphacts.org/units/Nanomolar,1335156,=,1,1,=,,IC50,nM,,10.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,10.0
,,5238244,[],CHEMBL1686716,Inhibition of human recombinant Norepinephrine transporter,B,,,BAO_0000190,BAO_0000357,single protein format,CCNCC1(c2ccc(Cl)c(Cl)c2)CCCCC1,,,CHEMBL1681686,Bioorg Med Chem Lett,2011.0,"{'bei': '26.97', 'le': '0.59', 'lle': '2.92', 'sei': '64.18'}",CHEMBL1683872,,CHEMBL1683872,7.72,0,http://www.openphacts.org/units/Nanomolar,1335139,=,1,1,=,,IC50,nM,,19.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,19.0
,,5238248,[],CHEMBL1686716,Inhibition of human recombinant Norepinephrine transporter,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CC1(c2cccc3ccccc23)CCCCC1,,,CHEMBL1681686,Bioorg Med Chem Lett,2011.0,"{'bei': '28.79', 'le': '0.53', 'lle': '3.10', 'sei': '237.62'}",CHEMBL1683899,,CHEMBL1683899,7.70,0,http://www.openphacts.org/units/Nanomolar,1335167,=,1,1,=,,IC50,nM,,20.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,20.0
,,5238255,[],CHEMBL1686716,Inhibition of human recombinant Norepinephrine transporter,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CC1(c2ccc(Cl)c(Cl)c2)CCC1,,,CHEMBL1681686,Bioorg Med Chem Lett,2011.0,"{'bei': '29.66', 'le': '0.65', 'lle': '3.68', 'sei': '236.34'}",CHEMBL1683883,,CHEMBL1683883,7.66,0,http://www.openphacts.org/units/Nanomolar,1335150,=,1,1,=,,IC50,nM,,22.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,22.0
,,5238262,[],CHEMBL1686716,Inhibition of human recombinant Norepinephrine transporter,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CC1(c2ccc(Cl)c(F)c2)CCCCC1,,,CHEMBL1681686,Bioorg Med Chem Lett,2011.0,"{'bei': '28.11', 'le': '0.58', 'lle': '3.35', 'sei': '234.11'}",CHEMBL1683888,,CHEMBL1683888,7.58,0,http://www.openphacts.org/units/Nanomolar,1335155,=,1,1,=,,IC50,nM,,26.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,26.0
,,5238264,[],CHEMBL1686716,Inhibition of human recombinant Norepinephrine transporter,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CC1(c2cccc(C(F)(F)F)c2)CCCCC1,,,CHEMBL1681686,Bioorg Med Chem Lett,2011.0,"{'bei': '26.47', 'le': '0.52', 'lle': '3.08', 'sei': '233.11'}",CHEMBL1683896,,CHEMBL1683896,7.55,0,http://www.openphacts.org/units/Nanomolar,1335163,=,1,1,=,,IC50,nM,,28.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,28.0
,,5238273,[],CHEMBL1686716,Inhibition of human recombinant Norepinephrine transporter,B,,,BAO_0000190,BAO_0000357,single protein format,Clc1ccc(C2(CNC3CC3)CCCCC2)cc1Cl,,,CHEMBL1681686,Bioorg Med Chem Lett,2011.0,"{'bei': '24.96', 'le': '0.54', 'lle': '2.49', 'sei': '61.88'}",CHEMBL1683873,,CHEMBL1683873,7.44,0,http://www.openphacts.org/units/Nanomolar,1335140,=,1,1,=,,IC50,nM,,36.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,36.0
,,5238274,[],CHEMBL1686716,Inhibition of human recombinant Norepinephrine transporter,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(CC2(c3ccc(Cl)c(Cl)c3)CCCCC2)CC1,,,CHEMBL1681686,Bioorg Med Chem Lett,2011.0,"{'bei': '21.71', 'le': '0.46', 'lle': '2.97', 'sei': '114.34'}",CHEMBL1683880,,CHEMBL1683880,7.41,0,http://www.openphacts.org/units/Nanomolar,1335147,=,1,1,=,,IC50,nM,,39.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,39.0
,,5238278,[],CHEMBL1686716,Inhibition of human recombinant Norepinephrine transporter,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CC1(c2ccc(Cl)cc2)CCCCC1,,,CHEMBL1681686,Bioorg Med Chem Lett,2011.0,"{'bei': '28.96', 'le': '0.59', 'lle': '3.19', 'sei': '225.07'}",CHEMBL1683884,,CHEMBL1683884,7.29,0,http://www.openphacts.org/units/Nanomolar,1335151,=,1,1,=,,IC50,nM,,51.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,51.0
,,5238284,[],CHEMBL1686716,Inhibition of human recombinant Norepinephrine transporter,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CC1(c2ccc(F)c(F)c2)CCCCC1,,,CHEMBL1681686,Bioorg Med Chem Lett,2011.0,"{'bei': '28.48', 'le': '0.55', 'lle': '3.48', 'sei': '222.68'}",CHEMBL1683891,,CHEMBL1683891,7.21,0,http://www.openphacts.org/units/Nanomolar,1335158,=,1,1,=,,IC50,nM,,61.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,61.0
,,5238285,[],CHEMBL1686716,Inhibition of human recombinant Norepinephrine transporter,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CC1(c2ccc(Cl)c(Cl)c2)CCCC1,,,CHEMBL1681686,Bioorg Med Chem Lett,2011.0,"{'bei': '26.45', 'le': '0.58', 'lle': '2.83', 'sei': '222.24'}",CHEMBL1683882,,CHEMBL1683882,7.20,0,http://www.openphacts.org/units/Nanomolar,1335149,=,1,1,=,,IC50,nM,,63.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,63.0
,,5238292,[],CHEMBL1686716,Inhibition of human recombinant Norepinephrine transporter,B,,,BAO_0000190,BAO_0000357,single protein format,CNCC1(c2ccc(Cl)c(Cl)c2)CCCCC1,,,CHEMBL1681686,Bioorg Med Chem Lett,2011.0,"{'bei': '25.97', 'le': '0.57', 'lle': '2.66', 'sei': '58.77'}",CHEMBL1683870,,CHEMBL1683870,7.07,0,http://www.openphacts.org/units/Nanomolar,1335137,=,1,1,=,,IC50,nM,,85.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,85.0
,,5238297,[],CHEMBL1686716,Inhibition of human recombinant Norepinephrine transporter,B,,,BAO_0000190,BAO_0000357,single protein format,Clc1ccc(C2(CN3CCCCC3)CCCCC2)cc1Cl,,,CHEMBL1681686,Bioorg Med Chem Lett,2011.0,"{'bei': '21.28', 'le': '0.45', 'lle': '1.26', 'sei': '214.29'}",CHEMBL1683878,,CHEMBL1683878,6.94,0,http://www.openphacts.org/units/Nanomolar,1335145,=,1,1,=,,IC50,nM,,114.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,114.0
,,5238304,[],CHEMBL1686716,Inhibition of human recombinant Norepinephrine transporter,B,,,BAO_0000190,BAO_0000357,single protein format,CNCC1(c2ccc(F)c(Cl)c2)CCCCC1,,,CHEMBL1681686,Bioorg Med Chem Lett,2011.0,"{'bei': '26.83', 'le': '0.55', 'lle': '2.96', 'sei': '57.05'}",CHEMBL1683890,,CHEMBL1683890,6.86,0,http://www.openphacts.org/units/Nanomolar,1335157,=,1,1,=,,IC50,nM,,137.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,137.0
,,5238306,[],CHEMBL1686716,Inhibition of human recombinant Norepinephrine transporter,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CC1(c2cccc(F)c2)CCCCC1,,,CHEMBL1681686,Bioorg Med Chem Lett,2011.0,"{'bei': '29.04', 'le': '0.55', 'lle': '3.25', 'sei': '210.98'}",CHEMBL1683893,,CHEMBL1683893,6.84,0,http://www.openphacts.org/units/Nanomolar,1335160,=,1,1,=,,IC50,nM,,146.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,146.0
